TIME,SL,EEG,BP,HR,CIRCLUATION,target
11031.2,57111,-4560,94,210,2748,0
12285.7,73178,-4880,159,244,3213,0
18444.8,167373,-15045,231,450,5964,0
15233.5,60006.3,-6500.12,129,305,2610,1
18130.7,328024,-10699,69,420,12489,0
14080.1,59512.9,-7290.68,173,305,2610,0
8948.92,26866.1,-2987.98,92,158,1403,1
20012.5,244756,-1.21E+04,85,540,8870,1
21821.8,341478,-12348,378,582,11293,0
13857.1,142767,-6161.77,162,308,6057,1
8797.64,28842.4,-2.79E+03,25,156,1364,1
6176.71,10458.6,-3.58E+03,19,109,689,1
6539.04,5200.78,-2201.2,53,107,346,1
7568.1,9561.9,-2942.48,31,138,554,1
15630.8,87721,-7885,100,322,3553,0
23940.4,588085,-11491,141,616,16961,0
8442.41,8708,-3046,24,125,322,0
14587.3,51504.5,-4.64E+03,45,234,2464,1
8160.82,23175,-3420,6,144,1358,0
6110.93,7565.27,-1676.77,52,93,545,1
7181.65,13812.2,-2323.73,94,120,809,1
25040.4,598196,-11483,110,504,13970,0
10707.2,37959.2,-4209.09,117,205,1751,1
8924.95,39564.3,-3.27E+03,21,196,1885,1
10887.1,86516,-6323,38,232,3883,0
8070.64,12020.2,-2565.97,82,128,693,1
18056.9,213681,-11531,294,436,8215,0
10784.9,15275,-3002,34,188,732,0
8384.63,22947,-2680,19,148,1206,0
9645.85,30878,-3372,46,174,1687,0
13214.5,78461,-7165,41,283,3462,0
5571.4,7105,-3007,31,101,486,0
6871.48,6703.62,-2635.53,99,121,429,0
4046.38,1957.82,-1071.3,5,63,166,1
20204.4,197233,-4.29E+03,82,403,6746,1
7040.01,9228.11,-3171.63,17,138,554,1
16624,160612,-1.28E+04,81,388,6290,1
10393.1,55550.3,-4128.13,32,209,2967,0
13018.3,80198.6,-6.51E+03,64,272,3539,1
9936.49,32586,-3451.01,72,176,1922,1
9147.95,34962,-3003,86,175,1573,0
16281.7,123351,-13313,261,434,4732,0
14982.8,176369,-9015,81,369,7096,0
6986.27,5263.14,-2170.96,59,107,346,1
8618.36,14052,-3110,100,170,732,0
11254.2,111497,-2.86E+03,56,235,4905,1
10144.1,50930.1,-3.41E+03,26,188,2599,1
14720.9,97567,-7000,206,316,3977,0
15632.2,59993.8,8.29E+02,41,215,2188,1
13848.2,51235,-3.63E+03,38,234,2464,1
12764.4,52536.5,-5.98E+03,53,234,2464,1
11885.2,63007,-6305,42,217,2254,0
8732.1,12311.2,-2646.47,90,136,619,1
5681.23,3276.05,-1061.05,38,71,249,1
9455.71,46342,-5722,136,184,2319,0
18227.1,347111,-13228,90,479,12500,0
9421.6,52896.1,-2.86E+03,31,188,2599,1
13269.5,91516,-5.17E+03,48,254,3885,1
10316.1,10647.8,-2.00E+03,42,154,587,1
7773.95,14605,-2648,29,118,845,0
8518.37,36193,-3697,23,175,2055,0
4254.47,670,-1307,4,56,63,0
9666.64,39261.1,-2.22E+03,20,196,1885,1
4090.9,1887.76,-1099.3,6,63,166,1
7062.15,17573,-3700,23,152,1107,0
7175.6,5759,-2562,13,118,402,0
9975.6,27550,-4447,65,162,1209,0
15119.6,59344.3,-6607.36,158,305,2610,1
20913.2,411870,-7.01E+03,65,473,14125,1
11443.4,38858.6,-1.98E+03,28,166,1414,1
12065,79195,-4972,77,262,3792,0
7858.72,13232,-3521,18,127,771,0
4730.48,4005.62,-1.69E+03,13,79,317,1
10068.7,43249,-5476,29,218,2251,0
11628.3,85672,-4267,16,235,3217,0
6018.35,4977.71,-1.75E+03,6,79,292,1
24649.9,479361,-1.23E+04,53,483,15505,1
25215.1,760488,-20120,149,753,24015,0
10661.4,57783.5,-4514.9,145,217,2904,1
6798.85,9089,-2855,22,141,592,0
18169.5,205066,-7343,37,350,6074,0
10798.6,38044.2,-3925.84,99,205,1751,1
15868.4,116098,-4.41E+03,68,271,4426,1
21830.4,282330,-12443,36,461,9412,0
8217.8,29047,-3157,21,146,1633,0
8058.96,14685,-2836,10,152,849,0
14154.6,140181,-4.46E+03,46,315,5844,1
12113.1,115691,-4.23E+03,51,235,4905,1
10110.4,67660,-4612,131,231,3445,0
13355.7,90324.1,-4.66E+03,60,254,3885,1
10662.8,59738,-5170,139,186,2460,0
16991.7,161551,-1.17E+04,69,388,6290,1
10214.7,10391.9,-1.88E+03,35,154,587,1
10739.7,52746,-4828,188,244,2677,0
11731.7,50742.3,-4.44E+03,23,216,2677,1
18339.7,162225,-9.32E+03,79,388,6290,1
14152,51242.3,-4.28E+03,38,234,2464,1
10772.3,27273.2,-4180.45,61,214,1469,1
4571.93,830,-865,9,55,54,0
9043.34,96542,-3050,21,207,4508,0
37729,938123,-17535,159,720,23155,0
13619.9,91846,-9962,99,314,4251,0
12443.6,75380,-5810,38,252,3212,0
8428.62,10773,-3336,25,157,619,0
9393.71,26548.7,-3346.48,21,174,1415,1
10527.2,27400,-4357,41,188,982,0
8950.55,18907,-3571,24,149,897,0
10099.8,53054,1.63E+02,35,188,2599,1
6515.93,12244.7,-1842.63,6,105,765,1
11541.9,70909,-6769,27,247,3458,0
11153,50138.9,-5.82E+03,23,216,2677,1
8795.66,16421.5,-2808.1,75,142,844,1
8940.96,31361,-4011,92,178,1806,0
11884.1,41880,-5381,194,246,2062,0
19826,279817,-11745,268,418,9275,0
12338.5,36608,-6731,100,204,1638,0
6291.36,13356,-2877,13,104,844,0
8503.38,14053,-2715,49,153,767,0
10518.9,26472.9,-4343.73,42,214,1469,1
10384.4,30508,-3473,34,207,1521,0
12498.9,48009,-7247,168,256,2258,0
6293.43,9485,-3055,30,132,623,0
6901.22,11985.5,-1572.92,34,105,765,1
9180.34,32883,-4972,14,189,1809,0
6040.65,4219.98,-1167.72,119,88,318,1
20602.7,143224,-7.17E+03,79,449,5537,1
15664.1,99035,-6965,95,288,3061,0
7620.4,20031,-3901,66,157,1208,0
11432.9,36350.6,-5645.27,15,225,1755,0
16006.5,173432,-5.47E+03,93,403,6746,1
28169.2,530984,-11004,74,537,14320,0
13484,90806.9,-5.88E+03,45,254,3885,1
13440,103792,-6159,178,301,4822,0
19139.2,130542,-8637,223,326,4163,0
12139.1,53150,-5291,21,214,2327,0
10864.1,44379,-5275,53,204,2190,0
9228.58,40678,-5025,61,183,2000,0
12054,62494,-4120,42,214,2672,0
24236.6,582468,-10073,92,540,19224,0
11533.2,49333,-5951,173,243,2390,0
9801.52,38919.6,-2.13E+03,15,196,1885,1
10967.8,17797,-4871,26,217,983,0
18941.8,160343,-9.32E+03,88,388,6290,1
17996.5,216679,-9942,51,443,8095,0
31956.2,599720,-18538,188,725,17717,0
16024.8,132172,-6483,47,348,5123,0
7335.68,14743,-2747.52,82,134,970,1
9101.63,30378,-5074,29,168,1520,0
29772.3,844064,-12720,134,745,21699,0
12370.1,33326,-5327,37,227,1420,0
9281.72,29930,-3733,42,181,1636,0
14679.6,112509,-9020,64,330,4528,0
12576.8,132848,-8284,165,285,5947,0
13485.9,139419,-7724,221,306,6277,0
20476.4,340133,-14337,358,517,11883,0
12201.1,60692.1,-6.13E+03,25,247,2754,1
6737.37,4995.12,-2148.29,58,107,346,1
7311.42,8034,-2579,156,117,487,0
8486.81,22526,-4336,111,151,1307,0
11250.8,113779,-3.11E+03,44,235,4905,1
9185.13,52499.6,-2.14E+03,19,188,2599,1
4264.75,2017,-1066.56,5,63,166,1
8136.69,17344,-2977,54,125,849,0
16865,72085.6,-5790.51,185,273,2464,0
14156.5,87086,-7748,77,293,3625,0
15147,59803.5,-4.74E+03,35,215,2188,1
5192.84,3965,-1683,10,86,270,0
13127.1,92755,-7859,43,303,3806,0
12972.2,60689.8,-5.30E+03,27,247,2754,1
4808.28,6920,-1776,6,83,484,0
8880.22,19677,-3487,27,153,938,0
12844.9,96530,-9252,24,313,4155,0
8921.57,26722,-2185,26,167,1511,0
11228.2,69214,-4965,25,258,3375,0
13474.3,141903,-6202.25,161,308,6057,1
7157.98,17570,-2765,62,110,929,0
5132.79,2480,-1802,7,78,166,0
20679.4,244912,-1.30E+04,90,540,8870,1
9736.87,28280.6,-2852.26,86,158,1403,1
9251.13,36102,-2644,35,167,1989,0
15321.1,124995,-6173,81,336,4731,0
8897.84,26610.1,-2.76E+03,30,156,1364,1
13462.6,143279,-6330.92,161,308,6057,1
9712.34,44845,-5404,22,204,2254,0
8302.25,8002,-4201,55,148,488,0
9482.04,24961.1,-1.05E+03,23,166,1111,1
4266.45,1950.04,-1063,5,63,166,1
22013.3,243999,-1.10E+04,84,537,8350,1
19614.2,501801,-12113,278,506,16575,0
13678.4,57335,-5957,55,287,2405,0
14263.2,173087,-6572,59,301,7444,0
7947.95,11615.2,-2629.05,84,128,693,1
34825.9,1508290,-26917,139,874,41819,0
11097.1,47352,-6153,42,211,2248,0
8828.33,25795.7,-3090.83,33,157,1519,1
12397.3,56581,-4516,39,248,2753,0
8668.38,26652.7,-2.67E+03,31,156,1364,1
14895.7,171310,-4.26E+03,108,403,6746,1
16108.5,128794,-4195,90,333,5121,0
10644.1,22722,-3294,33,209,1115,0
4846.2,3128.27,-1173.53,33,71,249,1
19809,285086,-9416,77,441,10238,0
9770.75,26850,-4780,22,233,1373,0
9820.94,10516.1,-1.73E+03,34,154,587,1
7108.35,4499.7,-2.05E+03,26,86,205,1
9300.58,27565.9,-2.59E+03,31,156,1364,1
9011.15,20828,-3285,48,179,1162,0
23765.4,268828,-1.20E+04,71,540,8870,1
10648,39048.1,-3947.54,20,193,2118,1
20066.1,179683,-4.34E+03,82,403,6746,1
6993.15,5263.25,-2134.76,59,107,346,1
15397.7,60046.8,-4.74E+03,33,215,2188,1
18186.1,249602,-10784,205,410,9001,0
5566.15,9981.57,-2.76E+03,26,109,689,1
12327.2,79097,-6.22E+03,41,272,3539,1
12966.8,121213,-5715,47,253,4908,0
6252.59,7446.61,-1609.68,47,93,545,1
16304.5,123388,-7974,63,352,5120,0
13054.1,50522.2,-4.65E+03,41,234,2464,1
8506.9,14673,-3019,44,150,811,0
8539.76,12037.1,-2563.17,82,128,693,1
11718,29056,-4217,182,185,1362,0
10073.5,23619,-4336,29,175,1308,0
21581.5,434951,-14541,77,495,14641,0
19999.5,298364,-13328,346,526,10686,0
10354.9,48742.6,-4.04E+03,25,216,2677,1
11567,65527,-5329,136,225,2900,0
9931.83,27002.7,-2.24E+03,15,166,1414,1
16800.8,105041,-5774,48,333,4250,0
25002.3,303703,-8.99E+03,104,537,8350,1
21129.1,200444,-3.38E+03,75,403,6746,1
14016.5,49518,-5312,22,226,2263,0
8081.66,25410.6,-3299.99,25,157,1519,1
13196.9,102202,-6058,82,329,4345,0
18916.8,240183,-9215,67,441,8998,0
9793.43,31373,-4940,38,190,1529,0
7982.94,25708.7,-1.87E+03,30,156,1364,1
9258.02,38792.2,-2.71E+03,21,196,1885,1
5161,3202.11,-1116.65,39,71,249,1
6131.69,7523.34,-1728.79,50,93,545,1
8731.22,47679,-3458,48,181,2321,0
9880.61,51664.6,-3.42E+03,19,188,2599,1
9555.61,39280.7,-3.22E+03,15,196,1885,1
21687.9,271401,-10382,108,449,7353,0
7292.61,12627,-2266,10,129,693,0
11312.3,50808,-3789,30,195,1753,0
6909.55,8116,-3089,53,113,490,0
14478.6,142020,-5.92E+03,53,315,5844,1
12748.4,46877.9,-4.50E+03,23,215,2188,1
11993.5,39628,-6394,39,258,1937,0
13267.7,91675.6,-4.54E+03,58,254,3885,1
8322.4,12208.9,-2592.59,83,128,693,1
15798.9,109359,-7.28E+03,47,322,4619,1
8115.23,25661,-3085,28,130,1516,0
6009.19,7529.48,-1620.08,52,93,545,1
12353.9,65136,-3098,153,213,2749,0
10667.2,21020,-2927,25,163,521,0
19646,267704,-5990,77,357,8465,0
14240,57931.9,-4.62E+03,39,215,2188,1
7567.98,15375.9,-2663.01,67,134,970,1
8092.53,10201.8,-2891.64,99,130,490,1
20576.7,147531,-10723,169,355,4068,0
4533.4,1175,-914,15,62,88,0
10912.8,87094,-2.31E+03,15,220,3450,1
5734.87,7334.88,-1667.32,48,93,545,1
39428.4,1220430,-21623,246,815,18867,0
22172.7,410403,-14424,382,546,13966,0
11440.6,37430,-2665,30,147,1210,0
10206.1,36888.7,-4.03E+03,42,196,1997,1
25328.7,472677,-1.03E+04,53,483,15505,1
14453.3,93126,-9233,53,290,3803,0
7902.83,13062,-2274,35,152,762,0
19426.5,274472,-9066,76,391,8730,0
13348.3,142606,-6197.34,174,308,6057,1
18468.9,160473,-9.18E+03,89,388,6290,1
14275.7,104518,-8010,37,312,4345,0
12227.4,48080,-3344,37,250,2256,0
12530.7,29450,-5413,159,198,1369,0
4291.39,1960.09,-1061.84,5,63,166,1
7898.05,20592,-3601,127,148,1022,0
21856.7,409666,-8.59E+03,60,473,14125,1
9779.28,32369,-3867,84,174,1631,0
6690.95,11195.1,-1708.97,59,92,551,0
11959.5,51926.9,-3.79E+03,15,216,2677,1
15269.1,124305,-9160,66,327,4632,0
22288.7,248500,-1.25E+04,98,537,8350,1
21634.1,199813,-10447,61,408,6413,0
10957.2,78135,-5349,59,242,3705,0
16254.2,187705,-8758,52,369,7467,0
9293.1,16119,-5214,72,174,854,0
11170.8,85268,-2.71E+03,25,220,3450,1
13696.4,90473.1,-5.41E+03,55,254,3885,1
5683.08,4222.67,-1435.6,126,88,318,1
14726.4,79194,-6063,33,265,3138,0
6329.82,10247.8,-2.53E+03,16,109,689,1
11933.3,58048,-5589,74,255,2754,0
13245.9,61793.7,-5.69E+03,32,247,2754,1
12289.5,90423,-6.12E+03,52,254,3885,1
8679.07,26351,-2.56E+03,32,156,1364,1
24256.2,260554,-9.34E+03,94,537,8350,1
10864.4,49647.6,-4.02E+03,16,216,2677,1
16320.1,110762,-5.84E+03,34,322,4619,1
12959.4,50617.4,-2.86E+03,36,223,2059,1
15862.6,106705,-7445,57,319,4157,0
11319.4,28352.3,-6.99E+02,41,166,1111,1
12685,78990,-4211,35,228,2978,0
8938.59,38391.9,-2.37E+03,16,196,1885,1
6378.73,9547,-1915,13,116,580,0
12469.1,91964,-5394,33,275,4062,0
20795.4,248000,-10693,344,503,8097,0
8470.06,16579,-3321,41,151,851,0
21138.1,408618,-9.88E+03,64,473,14125,1
10480.1,37734.6,-4253.62,115,205,1751,1
15835,172087,-9217,198,365,6855,0
10985.9,43205,-4646,70,188,1927,0
9325.84,25534.5,-362.139,85,157,1519,1
16960.4,158532,-10176,79,400,6294,0
5814.38,4319,-2123,15,98,271,0
4877.16,672.431,-1039.43,20,63,41,0
15407.1,133254,-6165,60,347,5528,0
9959.17,28656,-3032,11,141,1259,0
16083.9,174548,-8668,83,364,7099,0
12925.9,68941,-4023,22,247,3129,0
9666.76,10292.9,-1.81E+03,36,154,587,1
6615.25,7406.38,-1514.54,22,93,545,1
8017.54,20866,-4007,105,151,1260,0
11567.3,35444.2,5.60E+04,28,234,1581,1
10240.9,23211,-3569,23,171,1062,0
25606,475231,-1.13E+04,45,483,15505,1
6430.13,10601,-3291,100,116,691,0
9151.43,12332.3,-2371.03,75,128,693,1
13565.4,87069,-6351,48,293,4245,0
10833.6,39099.8,-4097.29,122,205,1751,1
21859.2,468861,-10019,101,442,12979,0
14156,46072.6,-5779.76,64,273,2061,1
16976.1,151956,-7745,57,288,3975,0
6697.88,7771,-2869,55,92,369,0
10933,37516,-4226,38,208,1692,0
3294.91,1114,-289,11,35,83,0
19913.3,297001,-10274,98,459,10388,0
16655.7,160923,-1.30E+04,85,388,6290,1
11646.5,31612,-5147,49,220,1527,0
14870.6,140037,-12013,59,386,5637,0
6803.99,10831,-2813,99,118,727,0
5228.82,3035.11,-1250.32,49,67,224,1
9753.68,28589,-7243,24,177,1578,0
10788.8,48297,-5.09E+03,21,216,2677,1
10321.9,67813.3,-5851.79,148,247,3373,0
18686.4,308333,-13330,79,423,10677,0
9773.64,34345,-3926,27,187,1576,0
4630.75,4030.59,-1.43E+03,30,88,292,1
9209.51,27428,-2959.43,99,158,1403,1
23936.5,250456,-9.08E+03,95,537,8350,1
12012.5,109353,-6471,82,268,4716,0
14445.1,65829,-6335,43,301,2684,0
10194.5,65274,-5029,149,222,2975,0
7179.44,9537.41,-3090.16,24,138,554,1
12493.9,46376,-7824,209,257,2002,0
8286.41,12122.5,-2516.05,80,128,693,1
11033.7,30387,-6239,89,221,1628,0
10809.2,51727,-6057,17,236,2608,0
14109.7,51393.9,-3.86E+03,40,234,2464,1
6541.69,9088,-2269,33,121,549,0
17960.1,112022,-9271,362,370,4350,0
22832.4,242950,2.38E+03,71,537,8350,1
6429.33,7750,-731,13,109,491,0
11666,53288,-2668,88,169,1687,0
4676.94,3134.08,-1231.79,36,71,249,1
23723.9,476200,-1.27E+04,81,483,15505,1
6399.65,12598,-2048,14,117,767,0
12350.4,100700,-9290,58,324,4432,0
11300.6,87103.4,-3.22E+03,17,220,3450,1
15068.2,80795,-6727,42,284,3544,0
20712.2,486819,-12255,63,534,17510,0
8532.18,12063.7,-2500.42,69,128,693,1
9412.53,39334.8,-2.52E+03,20,196,1885,1
6985.38,5351.34,-2178.84,64,107,346,1
20704.6,242652,-10345,78,437,8345,0
5368.91,4330.73,1.04E+03,22,88,292,1
4165.28,2013.43,-1086.75,6,63,166,1
10342.7,56691,-5412,51,219,2679,0
9011.54,32861.6,-3929.94,86,176,1922,0
11630.4,48781,-3566,47,189,2119,0
24629.5,685978,-19624,82,644,21043,0
9753.61,52002.4,-2.64E+03,41,188,2599,1
10991.2,64261,-5617,76,277,3054,0
13322.9,51137.7,-3.72E+03,36,234,2464,1
5564.39,3326,-1675,13,89,248,0
8551.27,26644.7,-2.24E+03,27,156,1364,1
5543.24,1838,-1423,6,81,147,0
10091.7,17025.3,-3675.96,76,172,973,1
10958.5,35372.5,2.85E+02,33,166,1111,1
10007.1,34715,-4931,46,188,1522,0
18415.2,183056,-13417,97,487,6868,0
14622.4,57916.8,-4.77E+03,34,215,2188,1
6002.82,12453,-1883,42,102,881,0
17847.8,195217,-8.66E+03,51,390,7459,1
12421.8,43099,-5162,46,252,2192,0
4256.33,1936.56,-1056.74,4,63,166,1
9481,38950.5,-1.75E+03,55,196,1885,1
4917.2,2875.17,-1255.9,49,67,224,1
13733,90423,-5367,51,251,3617,0
9423.31,24193.5,-1.18E+03,8,166,1111,1
23997.3,265894,-1.20E+04,86,540,8870,1
9307.27,32476.3,-3654.53,85,176,1922,1
16200.9,139317,-10029,161,362,5742,0
10620.1,35974.7,-4.44E+02,25,166,1111,1
5981.8,6807,-1586,9,80,316,0
9942.84,58710,-6646,15,193,2673,0
12508.6,46529,-5768,37,232,2258,0
21032.8,308639,-11645,73,424,8607,0
10469.6,29615,-3379,45,185,1690,0
18282.3,308912,-11053,108,438,11122,0
26626.3,308043,-8.71E+03,101,537,8350,1
9800.25,74190,-5107,38,218,3534,0
2275.3,54.6222,-5.86E+02,96,33,5,1
19663.3,312346,-8441,174,431,9271,0
10007.3,54519,-4101,20,206,2742,0
12782,79060.6,-4.34E+03,36,272,3539,1
7506.56,5978,-2976,22,150,377,0
6847.7,7074,-1933,18,110,455,0
8854.42,16561,-3141,17,108,486,0
6381,7979,-2636,7,96,485,0
19468.6,233082,-1.11E+04,87,537,8350,1
8399.17,26423,-2.22E+03,27,156,1364,1
23515.7,181154,-8840,66,384,4725,0
9177.8,32665,-3343,48,179,1693,0
11287.7,71531,-5459,51,197,2965,0
5545.83,3489,-2526,18,81,204,0
19043.6,274472,-9066,76,391,8730,0
10780.5,36199,-5038,106,192,1691,0
16790.2,186612,-8862,190,360,6978,0
14456.3,114047,-8734,251,333,4622,0
10811.7,33691,-4399,35,193,1636,0
7010.53,14009.8,-2353.63,81,120,809,1
4223.75,490,-537,16,51,35,0
9320.56,39412,-5475,77,198,2063,0
8831.96,25518,-3394,28,150,1355,0
10857.7,41083,-5391,56,194,1872,0
10780.6,38774.5,-3814.08,44,193,2118,1
6894.84,13938.2,-2454.31,91,120,809,1
9228.17,54961,-4459,6,146,2311,0
8443.12,5064,-1445,25,115,135,0
5737.33,2023,-1661,53,83,131,0
21447.7,336761,-12362,82,455,9276,0
13117.5,140351,-6289.26,170,308,6057,1
23909.5,583113,-14197,480,586,19428,0
12510.5,53452.1,-3.97E+03,36,216,2677,1
8990.25,31478,-3793,33,179,1638,0
13796.5,142183,-6301.22,191,308,6057,1
13215.8,94141,-9388,155,234,3456,0
7831.82,12198.6,-3068.76,92,136,619,1
11458.4,48185,-4343,120,213,2128,0
7463.99,19010,-2080,56,130,1109,0
19455.7,285566,-8779,24,364,6986,0
8737.72,27646.8,-2.54E+03,26,156,1364,1
7368.24,5467,-2075,8,104,343,0
9955.93,48716.7,-5.76E+03,35,216,2677,1
12211.5,62568,-7574,221,272,2978,0
18016.3,53246,-9667,58,338,2004,0
12389.4,82759,-6260,98,253,3976,0
16555.2,161663,-1.18E+04,65,388,6290,1
13927.6,85304,-5407,57,273,3456,0
19783.9,158007,-7007,64,335,5015,0
10300.9,39557,-4979,23,184,1261,0
13204.3,90468.9,-5.53E+03,47,254,3885,1
6762.9,5247.15,-2186.53,63,107,346,1
6845.13,10340.7,-3.44E+03,15,109,689,1
5052.23,3283.31,-1166.05,36,71,249,1
14710,198080,-7237,85,336,7949,0
17927.7,116093,-6273,55,373,4259,0
6657.42,10487.3,-3.08E+03,16,109,689,1
5432,5338,-2290,9,78,345,0
6565.52,13172.6,-1572.9,20,96,804,1
9596.65,51845.4,-2.94E+03,22,188,2599,1
17808.2,160269,-9.57E+03,81,388,6290,1
12872.5,100830,-5998,33,236,4056,0
11524.3,60313.5,-4254.94,129,217,2904,1
8637.12,12131.4,-2739.32,93,136,619,1
12904.4,50601.7,-4.35E+03,39,234,2464,1
7647.12,21574,-5327,29,128,1065,0
6712.01,13165.9,-1571.21,21,96,804,1
8713.94,38005,-4203,57,209,1993,0
12933.4,95238,-6333.7,39,273,4429,0
9366.04,25056.3,-2744.19,15,154,1252,1
6486.51,6004,-2014,11,85,342,0
9563.92,26830.8,-2.04E+03,29,156,1364,1
14560.8,74509,-3917,45,295,3065,0
15638.1,84409,-6999,59,345,3468,0
26416.3,480356,-11741,105,567,15869,0
14936.4,58374.5,-5.07E+03,38,215,2188,1
14126.2,51664.7,-3.80E+03,40,234,2464,1
11441.8,28331,-6127,56,167,1309,0
5920.95,4079,-1215,8,97,293,0
10563.8,43273.5,-4891.24,29,229,2188,0
30240.5,543358,-14115,114,708,16061,0
5229.34,2886.85,-1179.23,53,67,224,1
13877.9,141412,-6162.47,175,308,6057,1
11448.8,112670,-3.19E+03,46,235,4905,1
12868,70266,-5889,61,257,3058,0
15286,163537,-7323,65,331,6405,0
6905.68,11458,-3167,73,122,728,0
10645,85208.2,-2.30E+03,23,220,3450,1
12559.6,46740,-6053,142,243,2195,0
6709.43,8021,-1961,18,112,484,0
5887.27,6285,-1923,27,92,426,0
14155.6,141829,-5.68E+03,57,315,5844,1
20630.5,169649,-10645,67,408,5856,0
3782.64,1364.82,-601.188,30,40,100,1
9520.68,28716,-6073,25,167,1310,0
32060.7,1162880,-25291,198,944,31312,0
12906.5,58879,-4794,33,260,2537,0
16729.9,135599,-5.46E+03,100,449,5537,1
12928.1,107212,-6402,62,283,4527,0
8013.7,8475,-5110,17,135,546,0
10577.9,42989,-3849,34,212,2060,0
8672.72,13559.8,-2900.71,18,148,729,1
6262.83,3513,-3010,7,77,167,0
8080.51,21114.1,-2915.48,72,145,1156,1
16859.7,145229,-8708,79,358,5429,0
12113,59245,-6844,198,293,2690,0
11523.6,45545,-6974,187,231,2127,0
11268.5,49812.2,-5.01E+03,16,216,2677,1
8325.66,9825,-4439,32,142,589,0
9241.13,28330.5,-3.22E+03,20,166,1414,1
18560.3,258932,-10508,130,355,9401,0
15914.8,106208,-8473,7,237,2329,0
15945.2,146869,-8371,183,306,5628,0
20599.8,244621,-1.11E+04,80,540,8870,1
20311,356720,-16381,50,511,12358,0
7009.17,14132.6,-2436.31,82,120,809,1
18131.5,178753,-5.96E+03,68,403,6746,1
15233.7,115994,-5.34E+03,53,271,4426,1
8567.75,10218,-3462,37,161,659,0
15333.5,104447,-10892,75,404,4442,0
4321.85,1947.26,-1046.33,6,63,166,1
12022.3,70442,-5428,187,242,3209,0
9536.52,39413.5,-3.23E+03,20,196,1885,1
13322.2,90974,-8292,12,229,2755,0
7755.11,11705.6,-2692.31,84,128,693,1
12531.9,58910,-6963,52,206,2261,0
20730.4,240262,-9.78E+03,84,537,8350,1
10625.4,54894,-5631,69,222,2672,0
13235.7,69383,-5859,29,263,2902,0
6288.18,4953.44,-1.95E+03,6,79,292,1
8157.59,16944.7,-2808.13,75,142,844,1
15456.9,59759.2,-5.08E+03,34,215,2188,1
2676.47,48.868,-7.25E+02,6,33,5,1
16823.4,202504,-9091,87,432,7464,0
10382.1,71498.5,-4.16E+03,29,249,3630,1
18184.3,244520,-9490,89,416,7955,0
12403.2,56339.9,-4.60E+03,49,224,2192,1
4158.45,1949.45,-1061.64,5,63,166,1
5447.46,3953,-1684,19,87,273,0
15506.6,81278.4,-2.77E+03,53,223,2059,1
8297.88,16504,-3182,20,148,931,0
9372.74,27433.4,-2892.58,117,158,1403,1
5111.6,5899,-832,10,81,396,0
4871.07,3095.86,-1273.33,48,67,224,1
8879.72,16635.6,-4549.41,34,183,931,0
18732.7,160322,-9.12E+03,94,388,6290,1
6873.57,10206,-3216,16,104,651,0
14492.5,157976,-5479,52,332,6280,0
9529.27,39975,-5565,14,184,2057,0
14495,89638,-6244,76,279,3796,0
8374.78,8344,-3229,33,153,491,0
16961.3,206684,-9240,89,339,7700,0
15298.5,64979.7,-4.91E+03,39,215,2188,1
8771.35,12213.2,-2661.31,96,136,619,1
23115.5,243401,-9.40E+03,104,537,8350,1
36025.1,1352090,-19150,506,943,29097,0
8247.38,12180,-2559.42,82,128,693,1
9374.88,24920.5,-2.76E+03,22,166,1111,1
9141.66,16149,-2614,18,155,845,0
15671.5,192036,-9131,104,327,7097,0
15966.9,116317,-4.17E+03,57,271,4426,1
5244.27,3247,-783,11,86,246,0
6754.97,10336.7,-2.79E+03,16,109,689,1
18335.7,174336,-8879,84,446,5542,0
9424.97,39729.5,-2.94E+03,21,196,1885,1
3615.99,1498.1,-621.356,32,40,100,1
14016.9,122882,-6483,143,306,4913,0
14353.7,54648.1,-5.10E+03,34,215,2188,1
9828.94,25214,-4294,44,200,1313,0
9663.6,27591.9,-2.37E+03,26,166,1414,1
13639.6,53513,-5.20E+03,38,215,2188,1
10567.7,37931.1,-4152.45,129,205,1751,1
6823.6,17785,-1714,112,142,1018,0
7335.41,14129.7,-2123.69,95,120,809,1
10975.9,24451.6,-8.94E+02,15,166,1111,1
6826.52,13970.5,-2520.41,88,120,809,1
10323,37407.3,-4297.39,107,205,1751,1
15980,135773,-7849,102,326,5322,0
13237.4,51522.4,-4.69E+03,47,234,2464,1
12247.3,36638.1,-1.86E+03,43,234,1581,1
8204.68,17699,-3108,31,159,938,0
7314.86,12236,-2798,49,123,691,0
9790.15,32144.8,-3431.89,87,176,1922,1
8422.01,10638.9,-3123.84,98,139,587,0
6010.48,7084.01,-1609.15,38,93,545,1
6895.8,13376.8,-1497.76,30,96,804,1
16263.1,124352,-10921,92,424,5029,0
21803,202458,-10895,87,470,6758,0
8813.79,41917,-4555,45,187,2379,0
13913.6,90425.9,-4.60E+03,40,254,3885,1
10572.3,64547,-6935,34,243,3052,0
16122.1,68725,-5261,323,298,3055,0
14082,56984,-7185,18,221,1527,0
4945.19,3289.79,-1194.93,36,71,249,1
5900.88,7083.26,-1550.51,35,93,545,1
9540.36,26548.4,-1.91E+03,21,166,1414,1
11299.1,38231,-5587,42,189,1805,0
16203.5,81612,-9219,200,298,2744,0
10117.5,34002,-3828,27,175,1577,0
15103.3,60845.5,-6558.37,141,305,2610,1
